,i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
1685,13583,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1686,13585,2018,louga,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289
1687,13586,2018,louga,3,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1.609437912
1688,13587,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1689,1359,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
1690,136,2018,dakar,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1.098612289
1691,136012,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1692,13602,2018,louga,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
1693,13604,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1694,13607,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1695,13608,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1696,13621,2018,louga,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.386294361
1697,136210,2018,louga,2,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1.791759469
1698,136211,2018,louga,1,2,5,1,1,0,2,1,1,1,1,0,0,1,1,0,0,0,2.197224577
1699,136212,2018,louga,1,2,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1.609437912
1700,13622,2018,louga,1,1,3,2,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1.945910149
1701,13623,2018,louga,3,5,2,2,0,2,1,1,1,2,0,0,0,1,1,0,1,2,2.48490665
1702,13624,2018,louga,2,5,0,2,0,2,0,3,0,0,0,0,1,0,0,1,1,1,2.197224577
1703,13625,2018,louga,1,2,1,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1.791759469
1704,13626,2018,louga,3,3,2,3,1,2,0,1,1,0,0,0,1,2,1,0,1,1,2.397895273
1705,13627,2018,louga,2,3,0,4,0,0,0,1,0,0,1,2,2,1,0,1,1,0,2.197224577
1706,13628,2018,louga,1,3,2,1,0,2,2,0,0,1,0,0,0,0,1,1,0,0,1.945910149
1707,13629,2018,louga,2,2,1,2,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1.945910149
1708,13641,2018,louga,3,2,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1.945910149
1709,136410,2018,louga,2,5,2,1,0,1,0,2,1,2,1,0,0,0,1,2,0,0,2.302585093
1710,136411,2018,louga,5,4,3,9,2,2,1,0,0,1,0,1,4,2,2,2,3,1,3.044522438
1711,136412,2018,louga,2,3,0,2,0,0,0,2,0,0,0,1,2,1,0,0,0,1,1.945910149
1712,13642,2018,louga,2,3,3,0,1,0,0,2,1,1,1,0,0,1,0,0,0,1,2.079441542
1713,13643,2018,louga,3,1,1,6,0,1,1,0,0,0,0,1,1,1,4,0,1,1,2.397895273
1714,13644,2018,louga,3,4,3,2,0,0,1,0,1,2,1,2,1,1,1,1,0,1,2.48490665
1715,13645,2018,louga,2,2,3,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1.945910149
1716,13646,2018,louga,5,2,4,1,1,0,0,1,3,1,0,0,0,2,1,2,0,1,2.48490665
1717,13647,2018,louga,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.386294361
1718,13648,2018,louga,5,4,3,5,0,1,0,1,0,1,4,1,2,1,0,2,2,2,2.833213344
1719,13649,2018,louga,1,2,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1.609437912
1720,13661,2018,louga,2,4,5,2,1,0,1,1,2,3,1,0,1,0,1,2,0,0,2.564949357
1721,136610,2018,louga,1,2,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.609437912
1722,136611,2018,louga,2,1,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1.791759469
1723,136612,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1724,13662,2018,louga,1,4,0,2,0,0,0,1,0,2,0,1,1,0,1,1,0,0,1.945910149
1725,13663,2018,louga,2,3,1,1,0,0,0,0,1,3,0,0,0,1,0,1,1,0,1.945910149
1726,13664,2018,louga,3,2,2,1,1,0,0,0,0,1,1,2,0,0,1,1,0,1,2.079441542
1727,13665,2018,louga,4,5,3,1,1,1,2,2,0,1,0,1,0,1,1,3,0,0,2.564949357
1728,13666,2018,louga,5,6,2,2,1,2,0,1,1,2,0,1,1,3,0,0,1,2,2.708050201
1729,13667,2018,louga,2,3,0,2,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1.945910149
1730,13668,2018,louga,3,1,0,6,0,0,0,1,0,0,0,0,6,1,0,1,0,1,2.302585093
1731,13669,2018,louga,2,2,1,1,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1.791759469
1732,13681,2018,louga,3,3,2,1,0,3,2,0,0,0,0,0,1,1,0,2,0,0,2.197224577
1733,136810,2018,louga,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
1734,136811,2018,louga,2,3,3,3,0,0,1,2,1,1,1,0,2,1,0,1,1,0,2.397895273
1735,136812,2018,louga,5,0,1,2,1,0,0,0,0,0,0,1,1,2,1,1,0,1,2.079441542
1736,13682,2018,louga,2,2,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912
1737,13683,2018,louga,5,2,0,1,0,1,0,1,0,0,0,0,1,2,0,2,0,1,2.079441542
1738,13684,2018,louga,2,5,3,3,0,1,1,1,2,2,0,1,1,0,2,2,0,0,2.564949357
1739,13685,2018,louga,1,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1.386294361
1740,13686,2018,louga,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.098612289
1741,13687,2018,louga,2,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.609437912
1742,13688,2018,louga,1,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,1,1.791759469
1743,13689,2018,louga,1,0,3,3,0,0,1,0,1,0,3,0,0,0,0,1,1,0,1.945910149
1744,137,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
1745,13701,2018,louga,1,5,1,1,0,0,1,2,0,2,0,1,0,0,1,0,0,1,2.079441542
1746,137010,2018,louga,2,4,0,4,0,0,0,1,0,2,0,1,2,1,1,0,1,1,2.302585093
1747,137011,2018,louga,1,0,3,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1.791759469
1748,137012,2018,louga,3,1,2,3,1,0,0,1,1,0,0,0,1,0,0,1,2,2,2.197224577
1749,13702,2018,louga,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
1750,13703,2018,louga,3,1,11,5,1,0,5,0,2,1,3,0,2,2,1,1,2,0,2.995732274
1751,13704,2018,louga,4,1,2,2,1,0,0,0,0,1,1,0,1,1,0,2,1,1,2.197224577
1752,13705,2018,louga,3,2,2,2,0,1,2,0,0,1,0,0,1,3,1,0,0,0,2.197224577
1753,13706,2018,louga,3,1,2,2,0,0,1,0,0,1,1,0,2,2,0,0,0,1,2.079441542
1754,13707,2018,louga,7,5,0,5,0,0,0,2,0,0,0,3,1,4,3,1,1,2,2.833213344
1755,13708,2018,louga,4,6,5,5,2,0,1,2,0,2,3,2,3,1,1,2,0,1,2.995732274
1756,13709,2018,louga,1,2,2,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469
1757,1371,2018,dakar,2,2,2,3,1,2,1,0,0,0,0,0,1,0,2,1,0,1,2.197224577
1758,13710,2018,dakar,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
1759,13711,2018,dakar,3,2,3,2,2,0,0,1,1,1,0,0,2,2,0,0,0,1,2.302585093
1760,13712,2018,dakar,8,7,4,8,1,1,0,3,1,2,3,1,4,2,3,5,0,1,3.295836866
1761,1372,2018,dakar,2,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1.791759469
1762,13721,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
1763,137210,2018,louga,2,2,0,2,0,2,0,0,0,0,0,0,1,2,0,0,1,0,1.791759469
1764,137211,2018,louga,5,7,0,2,0,0,0,2,0,2,0,3,1,3,1,1,0,1,2.63905733
1765,137212,2018,louga,2,1,3,3,0,0,1,1,2,0,0,0,0,0,2,1,1,1,2.197224577
1766,13722,2018,louga,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1.609437912
1767,13723,2018,louga,2,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1.609437912
1768,13724,2018,louga,4,5,1,1,1,0,0,1,0,2,0,2,1,0,0,4,0,0,2.397895273
1769,13725,2018,louga,1,2,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
1770,13726,2018,louga,4,1,3,2,0,0,0,0,2,1,2,1,1,1,0,2,0,0,2.302585093
1771,13727,2018,louga,3,4,5,1,1,1,3,0,0,3,1,0,0,1,1,1,0,1,2.564949357
1772,13728,2018,louga,5,3,2,0,1,0,0,2,1,1,0,0,0,3,0,1,0,1,2.302585093
1773,13729,2018,louga,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289
1774,1373,2018,dakar,3,0,3,1,0,0,0,0,2,0,1,1,0,1,0,1,1,0,1.945910149
1775,1374,2018,dakar,2,0,3,2,0,0,2,0,1,0,0,0,1,1,1,1,0,0,1.945910149
1776,13741,2018,louga,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.386294361
1777,137410,2018,louga,7,9,3,3,1,3,1,2,1,4,0,0,1,3,2,3,0,1,3.091042453
1778,137411,2018,louga,1,5,7,0,0,2,1,0,3,2,3,1,0,0,0,1,0,0,2.564949357
1779,137412,2018,louga,1,0,3,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.609437912
1780,13742,2018,louga,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
1781,13743,2018,louga,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.386294361
1782,13744,2018,louga,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289
1783,13745,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1784,13746,2018,louga,3,1,3,0,1,1,1,0,0,0,1,0,0,0,0,1,0,2,1.945910149
1785,13747,2018,louga,2,0,3,2,1,0,0,0,2,0,0,0,0,0,2,1,0,1,1.945910149
1786,13748,2018,louga,7,7,3,4,1,0,1,1,1,4,1,2,2,4,0,2,1,1,3.044522438
1787,13749,2018,louga,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361
1788,1375,2018,dakar,4,6,4,5,2,1,2,4,0,0,0,1,2,2,3,1,0,1,2.944438979
1789,1376,2018,dakar,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912
1790,1377,2018,dakar,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289
1791,13771,2018,louga,2,7,4,2,0,2,3,2,1,1,0,2,0,0,1,1,1,1,2.708050201
1792,137710,2018,louga,1,2,4,2,1,0,1,1,1,0,1,1,2,1,0,0,0,0,2.197224577
1793,137711,2018,louga,1,4,1,2,0,1,1,1,0,1,0,1,0,0,1,1,1,0,2.079441542
1794,137712,2018,louga,3,5,5,4,2,1,1,2,2,1,1,2,2,0,1,1,0,1,2.833213344
1795,13772,2018,louga,4,6,4,4,0,4,1,1,3,0,0,1,2,2,1,1,1,1,2.890371758
1796,13773,2018,louga,5,0,5,4,2,0,2,0,0,0,2,1,1,2,1,1,1,1,2.63905733
1797,13774,2018,louga,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.386294361
1798,13775,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1799,13776,2018,louga,3,4,3,4,1,1,1,1,0,2,1,1,2,0,1,1,1,1,2.63905733
1800,13777,2018,louga,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1.609437912
1801,13778,2018,louga,4,9,6,6,0,2,3,2,2,4,2,1,2,1,2,2,1,1,3.218875825
1802,13779,2018,louga,2,1,4,1,3,0,1,1,0,0,0,0,0,2,1,0,0,0,2.079441542
1803,1378,2018,dakar,2,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912
1804,1379,2018,dakar,4,4,3,2,1,3,2,1,0,0,0,0,2,2,0,1,0,1,2.564949357
1805,13791,2018,louga,1,5,0,1,0,1,0,3,0,1,0,0,0,1,1,0,0,0,1.945910149
1806,137910,2018,louga,6,12,10,6,2,3,3,4,3,3,2,2,1,1,5,4,0,1,3.526360525
1807,137911,2018,louga,5,3,7,1,2,0,3,1,2,0,0,2,0,1,0,2,1,2,2.772588722
1808,137912,2018,louga,3,6,3,1,0,1,1,1,0,1,2,3,1,0,0,2,0,1,2.564949357
1809,13792,2018,louga,5,1,7,3,1,0,2,1,3,0,1,0,1,1,1,3,1,1,2.772588722
1810,13793,2018,louga,2,5,4,1,1,0,0,1,1,2,2,2,0,0,0,2,1,0,2.48490665
1811,13794,2018,louga,4,3,0,1,0,0,0,1,0,1,0,1,1,0,0,2,0,2,2.079441542
1812,13795,2018,louga,6,5,2,3,1,0,0,2,1,2,0,1,0,1,1,3,2,2,2.772588722
1813,13796,2018,louga,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1.386294361
1814,13797,2018,louga,1,4,2,1,0,1,2,1,0,2,0,0,0,0,0,1,1,0,2.079441542
1815,13798,2018,louga,1,4,2,1,0,1,1,1,1,0,0,2,0,0,0,1,1,0,2.079441542
1816,13799,2018,louga,7,5,0,0,0,1,0,4,0,0,0,0,0,2,0,3,0,2,2.48490665
1817,138,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
1818,13811,2018,louga,4,6,3,3,1,1,1,2,1,1,0,2,0,1,2,2,1,1,2.772588722
1819,138110,2018,louga,3,2,10,3,1,0,3,1,3,0,4,1,0,0,1,2,1,1,2.890371758
1820,138111,2018,louga,1,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912
1821,138112,2018,louga,4,6,4,1,0,2,2,1,1,2,1,1,0,1,1,2,0,1,2.708050201
1822,13812,2018,louga,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361
1823,13813,2018,louga,4,7,7,4,1,1,0,5,3,0,3,1,1,2,2,2,1,0,3.091042453
1824,13814,2018,louga,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361
1825,13815,2018,louga,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361
1826,13816,2018,louga,2,2,2,1,1,0,1,0,0,0,0,2,0,0,1,1,0,1,1.945910149
1827,13817,2018,louga,3,5,2,2,0,0,0,3,1,2,1,0,0,1,1,2,1,0,2.48490665
1828,13818,2018,louga,5,3,2,1,0,2,1,0,0,1,1,0,0,3,1,1,0,1,2.397895273
1829,13819,2018,louga,3,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1.791759469
1830,13831,2018,fatick,2,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1.609437912
1831,138310,2018,fatick,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
1832,138311,2018,fatick,1,2,1,2,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1.791759469
1833,138312,2018,fatick,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
1834,13832,2018,fatick,3,4,2,2,0,1,1,0,1,2,0,1,0,1,2,1,0,1,2.397895273
1835,13833,2018,fatick,1,2,2,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469
1836,13834,2018,fatick,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1.386294361
1837,13835,2018,fatick,3,3,1,3,0,2,1,1,0,0,0,0,2,2,1,0,0,1,2.302585093
1838,13836,2018,fatick,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1.386294361
1839,13837,2018,fatick,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.386294361
1840,13838,2018,fatick,2,4,2,3,0,2,0,1,1,1,1,0,2,1,0,1,1,0,2.397895273
1841,13839,2018,fatick,1,2,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
1842,13851,2018,fatick,4,3,3,1,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2.397895273
1843,138510,2018,fatick,1,2,1,2,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1.791759469
1844,138511,2018,fatick,4,4,2,2,1,2,1,1,0,1,0,0,1,4,1,0,0,0,2.48490665
1845,13852,2018,fatick,2,3,1,2,0,0,1,0,0,2,0,1,1,1,1,1,0,0,2.079441542
1846,13853,2018,fatick,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1.609437912
1847,13854,2018,fatick,4,5,3,1,2,1,0,2,1,1,0,2,1,2,0,0,0,1,2.564949357
1848,13855,2018,fatick,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
1849,13856,2018,fatick,1,2,3,2,1,0,0,0,0,2,3,0,1,0,0,1,0,0,2.079441542
1850,13857,2018,fatick,6,1,3,3,0,1,0,0,2,0,1,1,1,1,0,2,2,2,2.564949357
1851,13858,2018,fatick,8,4,0,1,0,0,0,1,0,1,0,2,0,7,0,1,1,0,2.564949357
1852,13859,2018,fatick,8,5,2,5,1,1,1,1,0,2,0,1,3,2,1,2,1,4,2.995732274
1853,13871,2018,fatick,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.386294361
1854,138710,2018,fatick,8,5,3,4,0,0,1,2,1,2,1,1,2,4,0,3,2,1,2.995732274
1855,138711,2018,fatick,6,2,3,5,1,0,0,1,1,0,2,1,1,1,1,4,2,1,2.772588722
1856,138712,2018,fatick,2,2,1,2,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1.945910149
1857,13872,2018,fatick,4,2,1,1,1,0,0,2,0,0,0,0,1,1,0,2,0,1,2.079441542
1858,13873,2018,fatick,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.386294361
1859,13874,2018,fatick,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.386294361
1860,13875,2018,fatick,3,3,3,0,1,1,1,0,0,1,1,1,0,2,0,0,0,1,2.197224577
1861,13876,2018,fatick,1,1,3,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1.791759469
1862,13877,2018,fatick,3,1,3,3,2,0,0,1,0,0,1,1,2,1,0,0,1,1,2.302585093
1863,13878,2018,fatick,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
1864,13879,2018,fatick,4,2,6,4,2,1,2,1,2,0,0,0,0,1,3,2,1,1,2.772588722
1865,13891,2018,fatick,3,2,3,3,1,2,2,0,0,0,1,0,1,2,0,0,1,1,2.397895273
1866,138910,2018,fatick,1,2,5,2,0,0,1,0,4,1,0,1,1,0,0,1,1,0,2.302585093
1867,138911,2018,fatick,3,3,3,1,0,0,0,2,2,1,1,0,0,1,1,1,0,1,2.302585093
1868,138912,2018,fatick,1,2,4,1,0,0,2,0,2,1,0,1,1,0,0,1,0,0,2.079441542
1869,13892,2018,fatick,3,2,5,1,1,0,2,2,1,0,1,0,1,1,0,1,0,1,2.397895273
1870,13893,2018,fatick,3,4,4,2,1,0,2,1,1,3,0,0,1,0,0,2,1,1,2.564949357
1871,13894,2018,fatick,3,4,1,1,1,0,0,2,0,2,0,0,0,0,1,1,0,2,2.197224577
1872,13895,2018,fatick,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1873,13896,2018,fatick,2,2,2,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1.945910149
1874,13897,2018,fatick,2,4,3,1,0,0,1,1,1,2,1,1,0,0,1,1,0,1,2.302585093
1875,13898,2018,fatick,4,4,3,1,0,0,2,1,1,2,0,1,0,1,1,2,0,1,2.48490665
1876,13899,2018,fatick,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.386294361
1877,139,2018,dakar,1,4,0,1,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1.791759469
1878,13901,2018,fatick,1,1,3,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1.791759469
1879,139010,2018,fatick,5,4,6,3,1,0,2,2,3,1,0,2,0,1,1,3,2,0,2.890371758
1880,139011,2018,fatick,1,4,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1.791759469
1881,139012,2018,fatick,4,5,2,3,1,1,0,1,1,2,0,1,1,0,2,3,0,1,2.63905733
1882,13902,2018,fatick,3,3,5,2,1,0,3,1,1,2,1,0,0,0,1,2,0,1,2.564949357
1883,13903,2018,fatick,2,2,5,1,1,0,2,1,1,1,1,1,0,0,1,1,0,0,2.302585093
1884,13904,2018,fatick,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1.386294361
1885,13905,2018,fatick,2,3,1,2,1,0,0,1,0,1,0,1,0,0,1,1,1,1,2.079441542
1886,13906,2018,fatick,2,3,0,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1.791759469
1887,13907,2018,fatick,3,2,2,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2.302585093
1888,13908,2018,fatick,2,5,4,1,1,2,1,1,1,2,1,0,0,1,1,1,0,0,2.48490665
1889,13909,2018,fatick,1,2,5,0,1,0,1,2,1,0,2,0,0,0,0,1,0,0,2.079441542
1890,1391,2018,dakar,1,4,2,2,0,1,2,1,0,1,0,1,0,0,2,1,0,0,2.197224577
1891,13910,2018,dakar,3,4,2,2,0,1,0,2,1,1,1,1,1,1,0,1,1,0,2.397895273
1892,13911,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
1893,13912,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1894,1392,2018,dakar,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.609437912
1895,13921,2018,fatick,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.386294361
1896,139210,2018,fatick,1,2,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1.386294361
1897,139211,2018,fatick,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1.609437912
1898,139212,2018,fatick,5,0,2,4,0,0,0,0,1,0,1,0,3,2,1,1,0,2,2.397895273
1899,13922,2018,fatick,1,2,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1.609437912
1900,13923,2018,fatick,3,0,4,1,0,0,1,0,2,0,1,0,1,2,0,0,0,1,2.079441542
1901,13924,2018,fatick,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1.609437912
1902,13925,2018,fatick,3,2,3,3,1,0,0,1,0,1,2,0,2,2,0,0,1,1,2.397895273
1903,13926,2018,fatick,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361
1904,13927,2018,fatick,4,4,3,2,0,1,1,2,2,1,0,0,0,1,2,1,0,2,2.564949357
1905,13928,2018,fatick,1,3,1,1,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1.791759469
1906,13929,2018,fatick,3,0,4,1,0,0,0,0,0,0,4,0,1,2,0,1,0,0,2.079441542
1907,1393,2018,dakar,1,0,5,1,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1.945910149
1908,1394,2018,dakar,2,0,2,4,0,0,2,0,0,0,0,0,0,1,3,1,1,0,2.079441542
1909,13941,2018,fatick,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1.609437912
1910,139410,2018,fatick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1911,139411,2018,fatick,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1912,139412,2018,fatick,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1.945910149
1913,13942,2018,fatick,0,2,2,2,0,0,2,1,0,1,0,0,1,0,1,0,0,0,1.791759469
1914,13943,2018,fatick,2,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1.791759469
1915,13944,2018,fatick,1,3,2,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1.945910149
1916,13945,2018,fatick,2,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1.791759469
1917,13946,2018,fatick,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.386294361
1918,13947,2018,fatick,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806
1919,13948,2018,fatick,1,0,2,2,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1.609437912
1920,13949,2018,fatick,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361
1921,1395,2018,dakar,1,2,2,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1.791759469
1922,1396,2018,dakar,2,3,1,3,0,0,0,2,0,1,1,0,2,1,0,0,1,1,2.197224577
1923,13961,2018,fatick,3,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1.609437912
1924,139610,2018,fatick,1,5,3,2,0,0,1,2,0,2,2,1,1,0,0,1,1,0,2.397895273
1925,139611,2018,fatick,2,5,4,1,3,0,1,1,0,2,0,2,0,1,1,1,0,0,2.48490665
1926,139612,2018,fatick,5,4,5,2,0,0,0,0,5,2,0,2,1,2,1,1,0,2,2.772588722
1927,13962,2018,fatick,4,4,0,1,0,2,0,1,0,1,0,0,0,3,1,0,0,1,2.197224577
1928,13963,2018,fatick,5,2,2,2,0,0,0,0,0,1,2,1,2,2,0,1,0,2,2.397895273
1929,13964,2018,fatick,4,4,1,5,0,1,1,2,0,0,0,1,2,1,1,2,2,0,2.63905733
1930,13965,2018,fatick,4,5,8,4,1,0,0,1,4,1,3,3,2,1,1,2,1,1,3.044522438
1931,13966,2018,fatick,3,1,5,0,2,0,1,1,2,0,0,0,0,1,0,1,0,1,2.197224577
1932,13967,2018,fatick,1,5,3,1,1,1,0,1,1,2,1,1,0,0,0,1,1,0,2.302585093
1933,13968,2018,fatick,1,2,6,2,1,0,1,1,2,0,2,1,1,0,1,1,0,0,2.397895273
1934,13969,2018,fatick,5,1,5,3,1,0,0,0,2,0,2,1,1,1,1,2,1,2,2.63905733
1935,1397,2018,dakar,1,2,2,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1.791759469
1936,1398,2018,dakar,1,3,1,2,0,0,0,0,0,1,1,2,2,0,0,1,0,0,1.945910149
1937,13981,2018,fatick,3,1,4,3,0,0,1,0,2,0,1,2,2,0,0,2,1,0,2.397895273
1938,139810,2018,fatick,3,3,5,1,1,0,2,0,1,3,1,0,0,1,1,2,0,0,2.48490665
1939,139811,2018,fatick,2,2,2,2,1,1,1,0,0,1,1,0,0,1,0,1,1,0,2.079441542
